ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
1409,Elizabeth Cruz,150,F,Shawnbury,Netherlands,2268879169356417,"060 Kim Course, West Marktown, AR 03263",2022-03-06,2023-08-17,Active,8,Frequent Shopper,Lake Jason,Paid Ads,2023-08-24,Monthly,ShirtWear,Clothing,Shirt,-80,2021-02-24,2,-1,Provide list camera any owner.
1410,Emma Sutton,150,M,Rebekahbury,Jordan,2227158795682847,"USCGC Ramos, FPO AA 03667",2023-04-21,2023-07-08,Active,12,High Value,Sparksport,Paid Ads,2023-07-27,Yearly,MegaLaptop,Electronics,Laptop,-54,2021-02-26,-4,-1,Their lot officer economy.
1411,Patrick Henderson,20,M,Geraldburgh,Spain,2541725845232671,"238 Gray Manors Suite 211, East Jermaineland, WI 79599",2022-10-15,2022-10-24,Churned,2,Occasional Shopper,Micheleberg,Organic Search,2023-05-05,Yearly,Non-fictionTales,Books,Non-fiction,381,2023-07-10,6,4,Sing where light foreign.
1412,Patricia Dougherty,72,F,Jimenezburgh,Malta,5194606155876401,"2598 Elizabeth Divide Apt. 265, East Denise, NE 58784",2023-02-27,2023-04-20,Churned,12,High Value,Port Mitchell,Organic Search,2023-08-09,Yearly,TableDeluxe,Furniture,Table,-46,2023-07-31,6,6,We also store conference other outside.
1413,Tyler Peters,64,M,Robersonberg,Switzerland,2510301483658655,"1204 Schwartz Meadows Suite 266, Lake Rhonda, MN 19976",2022-01-03,2022-03-27,Churned,12,High Value,Perezmouth,Referral,2023-06-17,Rarely,ShirtFits,Clothing,Shirt,908,2021-04-28,7,-1,Step everybody card strategy.
1414,Kenneth Murray,97,F,South Emilyborough,Angola,2280581927584033,"02559 Barry Parkway Suite 079, Angelashire, CT 25548",2022-01-27,2022-12-12,Churned,3,Occasional Shopper,Chandlerville,Paid Ads,2023-04-15,Yearly,JacketWear,Clothing,Jacket,420,2023-02-25,-3,4,Discussion move message put rise trial.
1415,Kendra Morrison,150,F,Lake Kimberlytown,Romania,2458851112329569,"174 Ann Tunnel, North Catherineside, WI 37042",2023-04-02,2023-05-23,Churned,7,Frequent Shopper,Clarkton,Organic Search,2023-06-09,Yearly,TastyVegetables,Grocery,Vegetables,-70,2021-04-14,4,0,Star more consumer public everybody.
1416,Emma Reed,1,M,Nicholsmouth,Northern Mariana Islands,2700998157233291,"PSC 8030, Box 6345, APO AE 52411",2022-02-22,2022-12-23,Churned,6,Frequent Shopper,New Frederick,Paid Ads,2023-06-07,Yearly,SofaPlus,Furniture,Sofa,154,2022-08-31,4,4,Since they along bring through one nothing.
1417,Dustin House,150,F,East Ryan,Bosnia and Herzegovina,2702859445470756,"124 Tammy Course Suite 302, West Cheyenne, VT 91665",2022-03-03,2022-08-29,Churned,7,Frequent Shopper,North Patrick,Referral,2022-10-29,Yearly,Non-fictionGuide,Books,Non-fiction,-41,2023-04-24,3,3,Type pretty bank recognize look find less word.
1418,Debra Bolton,1,M,Nicholasport,Dominican Republic,2250187121274219,"903 Bethany Pine Apt. 119, Lake Virginia, UT 90528",2023-04-10,2023-06-28,Active,14,High Value,Lake Lauramouth,Organic Search,2023-08-17,Yearly,ShirtFits,Clothing,Shirt,536,2022-10-22,-3,1,List none marriage finally.
1419,Adam Evans,150,F,South Gilbertberg,Macao,2271515498954143,"886 Espinoza Highway Apt. 154, North Jessicaburgh, MI 85990",2022-06-14,2023-03-17,Churned,11,High Value,Kyleton,Referral,2023-03-17,Yearly,TastyBeverages,Grocery,Beverages,43,2020-09-01,-5,6,Police unit wear but out hit.
1420,Ashley Hamilton,76,F,West Patrickchester,Mongolia,2712125756834354,"8044 Long Fork Suite 818, South Natalieville, MO 56224",2021-10-23,2022-12-12,Churned,12,High Value,Port Andrew,Paid Ads,2023-05-05,Yearly,,Books,Educational,637,2022-01-04,4,5,Much medical mind.
1421,Edward Snyder,150,F,North Diana,Congo,2251570406193866,"169 Cook Road Suite 250, East Sydney, DE 81620",2022-12-24,2023-01-04,Churned,1,Occasional Shopper,South Rodneyton,Referral,2023-02-03,Yearly,FictionGuide,Books,Fiction,-60,2023-05-01,4,6,Democrat yeah still month.
1422,April Hernandez,-1,M,Lake Michaelfort,Tunisia,2397119576639673,"419 Robertson Station, Moralesbury, VT 48107",2023-07-14,2023-08-11,Active,8,Frequent Shopper,West Keithburgh,Referral,2023-08-18,Monthly,SofaDeluxe,Furniture,Sofa,30,2021-03-02,-4,-1,Election letter resource case red.
1423,Denise Jones,47,F,East Abigailhaven,Lao People's Democratic Republic,2277608925919732,"36219 Brenda Coves, North Anthony, NM 14897",2022-11-20,2022-12-24,Churned,13,High Value,Port Elijahport,Organic Search,2023-06-11,Yearly,TastyVegetables,Grocery,Vegetables,974,2021-07-31,9,6,Ground care return during side.
1424,Brandi Potts,5,F,Hallton,Paraguay,2555441750744204,"PSC 7830, Box 7859, APO AE 22720",2023-01-10,2023-08-02,Active,6,Frequent Shopper,North Sherry,Referral,2023-08-03,Monthly,ChairPlus,Furniture,Chair,-50,2022-04-17,6,6,Leg fire three hit benefit subject movie.
1425,Margaret Elliott,5,M,South Barbara,Bahamas,2221133971126832,"257 Frederick Lane Apt. 667, East Connie, HI 01991",2022-06-11,2022-10-19,Churned,7,Frequent Shopper,Ericstad,Organic Search,2023-03-01,Yearly,PantsFits,Clothing,Pants,-78,2022-06-20,4,0,Throughout despite that.
1426,Sarah Jones,1,F,South Beckybury,Australia,2277987102803814,"298 Young Drive Suite 146, Sheilaton, MD 12541",2022-10-22,2023-08-22,Active,2,Occasional Shopper,Butlerburgh,Paid Ads,2023-08-25,Monthly,ChairPlus,Furniture,Chair,-22,2023-04-24,6,2,South can hope charge occur.
1427,Sarah Kent,150,M,Colefurt,Seychelles,5201788405763513,"151 Davidson Ramp Suite 082, Donaldberg, RI 23294",2023-08-19,2023-08-21,Active,5,Occasional Shopper,Sarahhaven,Paid Ads,2023-08-23,Monthly,ChairDeluxe,Furniture,Chair,-99,2022-02-18,7,5,Cup have growth thank exactly.
1428,Mary Rice,150,F,New Edward,Qatar,5112679180518883,"3272 Jacobs Square Suite 553, Johntown, UT 85133",2022-07-07,2022-10-21,Churned,12,High Value,East Alexanderberg,Paid Ads,2023-03-05,Yearly,FictionTales,Books,Fiction,119,2021-01-09,-5,2,Turn skill finish forget.
1429,Jake Williams,93,F,Elizabethberg,Saint Kitts and Nevis,2708668574278771,"17061 Hall Curve Suite 021, New Adam, GU 35211",2022-12-21,2023-03-05,Churned,15,High Value,Port Ryan,Paid Ads,2023-07-08,Yearly,ShirtFits,Clothing,Shirt,-12,2022-09-13,-1,5,Like spend day.
1430,Taylor Cooper,150,F,North Stephanieborough,Greece,2528352442448928,"1232 Wilkins Crossroad Suite 298, New Heather, DE 82238",2021-10-26,2021-11-12,Churned,2,Occasional Shopper,North Larryport,Paid Ads,2022-01-26,Rarely,The Art of Fiction,Books,Fiction,682,2022-08-21,7,2,Production them onto play war class knowledge.
1431,Charles Dyer,5,F,West Teresaton,Andorra,2616412743260902,"Unit 2282 Box 5790, DPO AP 85758",2021-11-05,2023-04-15,Churned,3,Occasional Shopper,New Kennethside,Organic Search,2023-04-26,Yearly,ChairPlus,Furniture,Chair,333,2022-01-30,-1,0,Cultural anything life million foot watch.
1432,Joshua Bailey,83,M,West Anthony,Albania,2288817930382151,"85218 Curry Pines Suite 244, West Samanthaborough, MT 91345",2023-05-19,2023-07-15,Active,11,High Value,Mackport,Paid Ads,2023-07-26,Yearly,FreshBeverages,Grocery,Beverages,-56,2022-03-07,0,-1,Land there technology last rate.
1433,Laura Mckenzie,2,F,West Rebecca,Kiribati,2224758989098560,"9041 Stevens Port Suite 310, Lake Marvinmouth, NC 62306",2021-08-28,2021-11-09,Churned,3,Occasional Shopper,East Preston,Paid Ads,2022-08-22,Rarely,ShirtFits,Clothing,Shirt,-28,2022-11-21,6,4,How moment charge third dream property share.
1434,Michael Armstrong,2,M,New Kyleburgh,Western Sahara,5487526471567318,"47898 Laurie Terrace, New Brandytown, ND 86708",2021-11-30,2023-08-01,Active,7,Frequent Shopper,Teresamouth,Paid Ads,2023-08-01,Monthly,FreshBeverages,Grocery,Beverages,136,2021-02-09,2,3,Professor may collection card Democrat expert.
1435,Kevin Anderson,4,F,Port Kevinville,Cambodia,2329855765841173,"49859 John Grove, New Paula, IL 64797",2023-07-16,2023-08-11,Active,7,Frequent Shopper,Kathleenmouth,Referral,2023-08-25,Monthly,ComfortTable,Furniture,Table,247,2022-08-04,2,-1,Discover threat since PM month.
1436,Spencer Murphy,37,M,Taylorton,Bulgaria,2282944085939399,"USNV Smith, FPO AE 79106",2021-11-19,2023-08-15,Active,7,Frequent Shopper,Hawkinsshire,Paid Ads,2023-08-20,Monthly,TastyBeverages,Grocery,Beverages,-29,2022-01-06,-4,4,Exactly treat general these film whose hit.
1437,Crystal Barry,99,M,Laurafurt,Kazakhstan,2249516573075944,"8084 Mullins Extensions Apt. 814, Samanthaland, CO 49935",2022-01-31,2022-05-05,Churned,14,High Value,North Sandraburgh,Organic Search,2022-09-07,Rarely,TastySnacks,Grocery,Snacks,-27,2020-09-02,7,-1,Specific near those at seven six region.
1438,Michael Haley,150,M,Amandatown,Zimbabwe,2286271514981263,"17419 Eric Cliff Apt. 022, West Melanieton, KY 15497",2022-12-05,2023-06-13,Active,14,High Value,East Andre,Referral,2023-06-28,Yearly,PantsWear,Clothing,Pants,962,2020-12-07,-3,-1,Order she agency fast nor property animal.
1439,Samantha Myers,0,F,Lake Melanieborough,Libyan Arab Jamahiriya,2707321928454042,"50180 Chang Knolls Apt. 192, Cohenchester, SD 54381",2022-09-23,2023-03-21,Churned,10,Frequent Shopper,Tinaborough,Paid Ads,2023-05-22,Yearly,TastyBeverages,Grocery,Beverages,-8,2020-10-17,9,6,Subject race camera leave against majority look.
1440,Cindy Kelley,69,F,West Kevin,Mismatched Country,2236518834760285,"3055 Robinson Motorway, Davisborough, CT 76268",2022-12-24,2023-01-07,Churned,2,Occasional Shopper,North Daniel,Paid Ads,2023-08-08,Yearly,,Clothing,Pants,-45,2023-05-21,-4,2,About herself from important raise consider cultural.
1441,Jacob Morris,150,M,Mossport,Isle of Man,2706157588459553,"51547 Todd Terrace Apt. 986, East Paulmouth, KS 25160",2022-02-22,2023-07-08,Active,3,Occasional Shopper,South Lynnmouth,Referral,2023-07-13,Yearly,EducationalTales,Books,Educational,-53,2021-09-08,0,1,Institution win none despite owner work choice race.
1442,Craig Ramos,65,M,Smithmouth,Sudan,2263188488378689,"2520 Whitehead Skyway, Hornchester, ID 93098",2022-05-22,2022-06-18,Churned,8,Frequent Shopper,West Tracie,Paid Ads,2023-02-10,Rarely,ComfortChair,Furniture,Chair,654,2022-07-27,4,2,Board despite rather anyone third coach should create.
1443,Sarah Campbell,99,M,Thorntonchester,Turkmenistan,2551603615378643,"PSC 1096, Box 1427, APO AP 33733",2022-02-02,2023-03-18,Churned,3,Occasional Shopper,West Dianehaven,Referral,2023-07-20,Yearly,Non-fictionTales,Books,Non-fiction,444,2021-02-04,-5,3,Project hand stand area mention.
1444,Joe Tran,84,M,Patrickton,Venezuela,2711899168938828,"PSC 1040, Box 0974, APO AE 00876",2023-08-02,2023-08-19,Active,6,Frequent Shopper,Port Teresa,Referral,2023-08-20,Monthly,ChairDeluxe,Furniture,Chair,568,2021-12-09,6,4,Indeed because run section few human million.
1445,Gregory Anderson,150,M,Port Adam,Iraq,2299007109229949,"8230 Tran Plain Suite 301, New Karenmouth, NM 83314",2023-03-26,2023-06-08,Active,9,Frequent Shopper,Benjaminfurt,Paid Ads,2023-06-19,Yearly,ComfortTable,Furniture,Table,-1,2022-10-17,2,1,Follow body strong and quite back.
1446,Michael Campbell,34,F,New Jenniferview,Panama,2500068885025799,"123 Hall Stream, Port Lauren, PA 22848",2021-10-08,2022-04-02,Churned,2,Occasional Shopper,Lake Anitaberg,Organic Search,2022-09-20,Rarely,LaptopPro,Electronics,Laptop,-60,2022-03-09,10,2,Letter stock here.
1447,Crystal Mills,150,F,West Ricardo,Norway,2706857663529333,"6939 Campbell Alley, Julietown, MD 56816",2023-04-21,2023-05-25,Churned,2,Occasional Shopper,Sabrinaport,Organic Search,2023-06-22,Yearly,ShirtWear,Clothing,Shirt,305,2021-09-23,3,2,Picture success size.
1448,Shelby Wright,150,M,New Adriantown,Andorra,2279265851640481,"821 Eric Forge, Walkerberg, OR 49928",2022-01-23,2023-06-24,Active,12,High Value,Gibsonview,Organic Search,2023-07-13,Yearly,SofaPlus,Furniture,Sofa,-28,2023-07-18,7,4,Issue community model we.
1449,Melissa Stewart,150,M,North Ashley,Denmark,2283186257870213,"252 Beth Cape, South Robert, VI 01484",2023-08-08,2023-08-11,Active,12,High Value,West Brooke,Paid Ads,2023-08-11,Monthly,ComfortChair,Furniture,Chair,-20,2022-03-29,-2,3,Teach brother property main.
1450,Scott Hester,4,F,Port Michael,Bhutan,2243675650389671,"97561 Gregory Corner, North Edwardtown, MH 68786",2023-05-01,2023-08-15,Active,13,High Value,East Stephaniemouth,Paid Ads,2023-08-23,Monthly,Non-fictionTales,Books,Non-fiction,414,2022-01-21,-1,0,Discuss base require question exist employee voice before.
1451,Carlos Thompson,-5,M,Joehaven,Andorra,2553377724924575,"291 Williams Skyway, Paulchester, WI 74849",2022-01-02,2022-09-23,Churned,14,High Value,Jacobsonview,Paid Ads,2023-04-07,Yearly,FictionGuide,Books,Fiction,44,2022-08-24,-1,5,Over billion today fire response red.
1452,Joseph Cervantes,150,F,New Jason,Equatorial Guinea,5416934745709938,"4370 Patty Lock Suite 575, West Erinburgh, AS 74905",2021-10-11,2021-11-15,Churned,1,Occasional Shopper,East Elizabethview,Paid Ads,2022-04-14,Rarely,VegetablesBurst,Grocery,Vegetables,-1,2023-02-17,-5,1,Reason capital huge price.
1453,Craig Powell,150,M,North Joshuashire,Lesotho,2510024471675255,"07856 Holloway Villages Apt. 573, West Derektown, VA 58237",2021-10-15,2023-07-11,Active,2,Occasional Shopper,Andreaborough,Paid Ads,2023-07-14,Yearly,ShirtWear,Clothing,Shirt,-42,2020-09-24,-2,3,Politics participant eye word later others provide.
1454,Kevin Williams,150,M,Dianeshire,Sweden,2707980581342164,"78244 Moyer Walk Suite 145, Josephfort, PA 55066",2022-10-27,2023-07-14,Active,8,Frequent Shopper,Kevinland,Paid Ads,2023-08-10,Yearly,ChairDeluxe,Furniture,Chair,-16,2021-09-15,0,5,Oil billion store way around.
1455,Benjamin Garcia,150,F,Tylerfurt,Rwanda,2720708482227686,"2690 Harris Ports, West Eric, MP 16934",2022-12-02,2022-12-18,Churned,11,High Value,Paulville,Referral,2023-03-03,Yearly,PhoneMaster,Electronics,Phone,397,2022-03-03,-5,3,Close couple million someone.
1456,Brenda Clark,-1,F,Lake Aaronborough,Ghana,2309709454422981,"4741 Warren Forks Suite 293, New Julie, MS 37884",2022-03-27,2023-06-24,Active,5,Occasional Shopper,Wilsonberg,Organic Search,2023-07-07,Yearly,EducationalTales,Books,Educational,-38,2023-04-12,-1,6,Very site hope fear best.
1457,Jennifer Patterson,40,F,Donfurt,New Zealand,5572772204391206,"8293 Martin Ways Suite 777, Melissahaven, VT 59299",2023-02-25,2023-07-16,Active,8,Frequent Shopper,Delacruzton,Referral,2023-07-23,Yearly,VegetablesBurst,Grocery,Vegetables,-93,2021-02-05,9,4,Hand morning board popular.
1458,Shawn Williamson,96,M,Davidview,British Indian Ocean Territory (Chagos Archipelago),2266676280050545,"897 John Row Apt. 236, Beanland, KY 94209",2022-07-20,2022-11-04,Churned,2,Occasional Shopper,East Kenneth,Organic Search,2023-08-16,Yearly,JacketFits,Clothing,Jacket,-34,2023-03-03,10,1,Identify size ready be.
1459,Megan Hutchinson,23,M,East Amandaport,Mayotte,2283885745878502,"81082 Miranda Ville Apt. 940, Houseshire, MD 46680",2023-01-27,2023-02-28,Churned,15,High Value,New Raymondside,Referral,2023-06-03,Yearly,TastyBeverages,Grocery,Beverages,56,2022-11-12,8,0,Environment response yourself standard clear.
1460,Erin Tapia,150,F,New Tiffany,Saint Helena,2242692583230865,"204 Elijah Turnpike, South Mary, WI 07629",2023-03-10,2023-07-08,Active,10,Frequent Shopper,Ericksonview,Paid Ads,2023-07-18,Yearly,,Grocery,Beverages,423,2021-01-13,-2,2,Bad consumer election family.
1461,Sandra Sims,150,M,East Georgefurt,Senegal,5191633603316528,"7979 Ronnie Walk, West John, MO 95297",2022-04-18,2023-03-01,Churned,13,High Value,New Austinchester,Paid Ads,2023-03-30,Yearly,Non-fictionGuide,Books,Non-fiction,318,2022-02-19,6,-1,Way despite success each late.
1462,Jeff Lawrence,91,F,New Lisa,Madagascar,2237462638926637,"28428 Lane Passage Apt. 022, Michaelmouth, VI 32171",2021-12-06,2023-04-24,Churned,7,Frequent Shopper,Stevenhaven,Referral,2023-06-08,Yearly,ShirtFits,Clothing,Shirt,217,2023-06-20,-2,2,Cold she speak phone cause toward.
1463,Kristy Baker,150,F,Williamton,Czech Republic,2279747082445954,"Unit 8930 Box 2585, DPO AP 62417",2022-02-17,2022-07-06,Churned,8,Frequent Shopper,West Michaelchester,Organic Search,2022-09-08,Rarely,ProPants,Clothing,Pants,857,2022-12-05,-2,5,Factor affect true represent so son score.
1464,Keith Thompson,150,M,New Erica,Azerbaijan,2551285123020568,"71516 Sara Divide Apt. 181, West Teresachester, CT 53814",2022-12-05,2023-05-20,Churned,2,Occasional Shopper,West Stephanie,Referral,2023-06-28,Yearly,FreshSnacks,Grocery,Snacks,71,2022-04-30,4,1,Citizen according security and like different imagine.
1465,Cheryl Thompson,23,M,Annaview,Mauritania,2275605452361512,"USS Edwards, FPO AE 47344",2022-09-05,2023-01-25,Churned,15,High Value,Paulaburgh,Organic Search,2023-04-03,Yearly,LaptopPro,Electronics,Laptop,791,2022-10-09,-4,4,Your manager artist young say structure.
1466,Daniel Johnson,68,F,New Jessica,Ireland,2698872852292809,"39166 Anderson Crescent, Foxchester, KY 09251",2021-08-27,2022-07-04,Churned,3,Occasional Shopper,East Cynthiaport,Organic Search,2023-08-16,Rarely,FreshSnacks,Grocery,Snacks,785,2022-03-02,0,2,Exactly drive type finally.
1467,Jennifer Williams,-1,M,West Brent,Norfolk Island,2267481126506498,"950 Gail Divide Suite 583, West Jacobland, MP 79281",2022-02-19,2022-11-25,Churned,5,Occasional Shopper,New Gwendolynchester,Organic Search,2023-05-01,Yearly,ComfortChair,Furniture,Chair,-53,2023-08-08,-5,5,Tell have hour student firm receive later.
1468,Yvette Saunders,-5,F,Johnland,Macao,2720741256729900,"75550 James Glen, Hernandezview, ID 72528",2022-12-17,2023-06-22,Active,4,Occasional Shopper,Lake Rachelborough,Paid Ads,2023-07-23,Yearly,TastyBeverages,Grocery,Beverages,542,2022-03-26,3,6,Officer question issue decision smile resource.
1469,Pamela Davis,5,F,New Sara,Puerto Rico,5222159175843528,"Unit 3027 Box 1554, DPO AA 55477",2022-09-28,2022-10-24,Churned,10,Frequent Shopper,Theresabury,Organic Search,2022-12-15,Yearly,PantsWear,Clothing,Pants,401,2022-02-17,4,-1,Four expert involve easy fly story.
1470,Kristen Mendoza,0,M,Markland,Estonia,2315615806983277,"PSC 9609, Box 2798, APO AA 77420",2022-12-24,2023-07-16,Active,4,Occasional Shopper,Thompsonborough,Referral,2023-08-18,Yearly,SnacksPlus,Grocery,Snacks,397,2021-02-12,-1,6,Central name culture.
1471,Isaac Lucero,-4,F,Kristinaberg,Myanmar,5308274073547993,"4185 Kelsey River Suite 640, New Andrew, TN 96674",2023-06-17,2023-08-06,Active,12,High Value,New Kevin,Organic Search,2023-08-13,Monthly,The Art of Educational,Books,Educational,746,2022-05-20,10,0,Television article resource reach.
1472,Alan Sanders,150,F,Lake Veronica,Tonga,2325434202739509,"21700 Brittany Prairie Suite 854, East Becky, IA 90516",2022-06-08,2022-07-08,Churned,3,Occasional Shopper,Port Michael,Organic Search,2023-07-14,Rarely,SofaDeluxe,Furniture,Sofa,-2,2021-11-06,3,5,History local rate character stay.
1473,Jennifer Smith,150,F,Brentberg,Latvia,2242809741383473,"4902 Dawn Corners, Erikachester, WY 44790",2021-12-30,2023-02-27,Churned,11,High Value,Osborneland,Referral,2023-04-27,Yearly,SofaPlus,Furniture,Sofa,623,2021-06-24,2,0,Room product feeling though few respond responsibility.
1474,Maria George,39,F,North Timothybury,Albania,2700353171609250,"47840 Serrano Square, Amberside, GU 96725",2023-07-27,2023-08-22,Active,11,High Value,Grantburgh,Referral,2023-08-23,Monthly,FreshBeverages,Grocery,Beverages,-100,2021-01-05,-3,6,Little charge actually condition speak.
1475,Joseph Simmons,150,M,South Robertmouth,New Zealand,2285568226174199,"521 Heidi Mills Apt. 549, Lake Wanda, CT 66190",2022-11-28,2023-08-18,Active,1,Occasional Shopper,North Tonyaburgh,Paid Ads,2023-08-18,Monthly,PhoneMaster,Electronics,Phone,-38,2022-09-07,-1,6,Ground along take thank anything.
1476,Daniel Miles,10,M,Antonioborough,Montserrat,2424911422394785,"900 Williams Underpass Apt. 927, Port Isaiahborough, LA 24715",2022-11-12,2023-03-08,Churned,6,Frequent Shopper,Acostaborough,Organic Search,2023-07-13,Yearly,ComfortSofa,Furniture,Sofa,-39,2021-08-15,-3,0,Thank future sense truth.
